19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
19demarzo/19demarzo_0467.wav|El ardid salio bien porque la turba destrozo el carruaje y despues ha corrido hacia palacio dando vivas a Fernando VII.|El ardid salio bien porque la turba destrozo el carruaje y despues ha corrido hacia palacio dando vivas a Fernando septimo.|8.75
19demarzo/19demarzo_0468.wav|-Ya me lo explicara Vd. detenidamente -repuse-. Ahora preparese Vd. para ir a la iglesia donde le aguarda una multitud de|-Ya me lo explicara Usted detenidamente -repuse-. Ahora preparese Vd. para ir a la iglesia donde le aguarda una multitud de|8.63
19demarzo/19demarzo_0469.wav|-¿Que dices? Si no hay sermon esta tarde... -Vd. mando a los cuatro muchachos que tocaran a... -¡Es verdad que inadvertencia!|-¿Que dices? Si no hay sermon esta tarde... Usted mando a los cuatro muchachos que tocaran a... -¡Es verdad que inadvertencia!|8.37
19demarzo/19demarzo_0470.wav|-dijo muy confundido-. Y estan alli esas buenas senoras dona Robustiana dona Gumersinda dona Nicolasa la del escribano.|-dijo muy confundido-. Y estan alli esas buenas senoras dona Robustiana dona Gumersinda dona Nicolasa la del escribano.|8.53
19demarzo/19demarzo_0471.wav|¡Oh! ¿Que dira Nicolasa si no predico? -Es preciso que Vd. haga un esfuerzo. -Si no tengo ideas si no se que decir.|¡Oh! ¿Que dira Nicolasa si no predico? -Es preciso que Usted haga un esfuerzo. -Si no tengo ideas si no se que decir.|8.79
19demarzo/19demarzo_0472.wav|No puedo apartar mi mente del espectaculo que he visto. ¡Ah! ¡Cuanto me queria! ¡Si vieras como me apreto la mano! Yo lloraba a moco y baba.|No puedo apartar mi mente del espectaculo que he visto. ¡Ah! ¡Cuanto me queria! ¡Si vieras como me apreto la mano! Yo lloraba a moco y baba.|9.75
19demarzo/19demarzo_0473.wav|Si a el se lo debo todo. el fue mi amparo el me dio este beneficio a los catorce anos de haberlo solicitado enseguida como quien dice.|Si a el se lo debo todo. el fue mi amparo el me dio este beneficio a los catorce anos de haberlo solicitado enseguida como quien dice.|9.02
19demarzo/19demarzo_0474.wav|Y lo mejor es que sin merecimientos por parte mia... No no puedo predicar... estoy atontado... Esos endiablados muchachos todavia no cesan de tocar a sermon...|Y lo mejor es que sin merecimientos por parte mia... No no puedo predicar... estoy atontado... Esos endiablados muchachos todavia no cesan de tocar a sermon...|9.6
19demarzo/19demarzo_0475.wav|¡Oh! tendre que hacer un esfuerzo. D. Celestino comprendiendo la necesidad de nodesairar a sus feligresas|¡Oh! tendre que hacer un esfuerzo. Don Celestino comprendiendo la necesidad de nodesairar a sus feligresas|8.15
19demarzo/19demarzo_0476.wav|entro en su iglesia y oro un poco recogiendo su espiritu. Despues subio al pulpito y predico un sermon sobre la ingratitud.|entro en su iglesia y oro un poco recogiendo su espiritu. Despues subio al pulpito y predico un sermon sobre la ingratitud.|9.61
19demarzo/19demarzo_0477.wav|Todas las viejas lloraron.|Todas las viejas lloraron.|3.47
19demarzo/19demarzo_0478.wav|-Pues Gabrielillo -me dijo D. Celestino cuando entrabamos en la casa-|-Pues Gabrielillo -me dijo Don Celestino cuando entrabamos en la casa-|9.18
19demarzo/19demarzo_0479.wav|cierto es que hay demasiada gente en el pueblo. Se ven por ahi muchas caras extranas y tambien parece que es mayor el numero de soldados. ¿Ves aquel grupo que hay junto a la esquina?|cierto es que hay demasiada gente en el pueblo. Se ven por ahi muchas caras extranas y tambien parece que es mayor el numero de soldados. ¿Ves aquel grupo que hay junto a la esquina?|10.0
19demarzo/19demarzo_0480.wav|Parecen trajineros de la Mancha... y entre ellos se ven algunos uniformes de caballeria. Por este lado vienen otros que parecen estar bebidos... ¿oyes los gritos?|Parecen trajineros de la Mancha... y entre ellos se ven algunos uniformes de caballeria. Por este lado vienen otros que parecen estar bebidos... ¿oyes los gritos?|9.33
19demarzo/19demarzo_0481.wav|Entremonos hijo mio no nos digan alguna palabrota. Aborrezco el vulgo.|Entremonos hijo mio no nos digan alguna palabrota. Aborrezco el vulgo.|6.16
19demarzo/19demarzo_0482.wav|En efecto por las calles del Real Sitio y por la plaza de San Antonio discurrian mas o menos tumultuosamente varios grupos cuyo aspecto no tenia nada de tranquilizador.|En efecto por las calles del Real Sitio y por la plaza de San Antonio discurrian mas o menos tumultuosamente varios grupos cuyo aspecto no tenia nada de tranquilizador.|10.45
19demarzo/19demarzo_0483.wav|Asomabase a las ventanas el vecindario todo para observar a los transeuntes y era opinion general que nunca se habia visto en Aranjuez tanta gente.|Asomabase a las ventanas el vecindario todo para observar a los transeuntes y era opinion general que nunca se habia visto en Aranjuez tanta gente.|8.96
19demarzo/19demarzo_0484.wav|Entramos en la casa subimos al cuarto de D. Celestino|Entramos en la casa subimos al cuarto de Don Celestino|3.47
19demarzo/19demarzo_0485.wav|y cuando este sacudia el polvo de su manteo y alisaba con la manga las rebeldes felpas del sombrero de teja la puerta se entreabrio|y cuando este sacudia el polvo de su manteo y alisaba con la manga las rebeldes felpas del sombrero de teja la puerta se entreabrio|7.35
19demarzo/19demarzo_0486.wav|y una cara enjuta arrugada y morena con ojos vivarachos y tunantes una cara de esas que son viejas y parecen jovenes o al contrario|y una cara enjuta arrugada y morena con ojos vivarachos y tunantes una cara de esas que son viejas y parecen jovenes o al contrario|8.7
19demarzo/19demarzo_0487.wav|cara a lacual daba peculiar caracter toda la boca necesaria para contener dos filas de descomunales dientes aparecio en el hueco.|cara a lacual daba peculiar caracter toda la boca necesaria para contener dos filas de descomunales dientes aparecio en el hueco.|9.42
19demarzo/19demarzo_0488.wav|Era Gorito Santurrias sacristan de la parroquia. -¿Se puede entrar senor cura?|Era Gorito Santurrias sacristan de la parroquia. -¿Se puede entrar senor cura?|6.5
19demarzo/19demarzo_0489.wav|-pregunto sonriendo con aquella jovialidad mixta de bufon y de demonio que era su rasgo sobresaliente.|-pregunto sonriendo con aquella jovialidad mixta de bufon y de demonio que era su rasgo sobresaliente.|7.43
19demarzo/19demarzo_0490.wav|-A tiempo viene el Sr. Santurrias -dijo el cura frunciendo el ceno- porque tengo que prevenirle... Sepa Vd. que estoy incomodado|-A tiempo viene el Senor Santurrias -dijo el cura frunciendo el ceno- porque tengo que prevenirle... Sepa Usted que estoy incomodado|8.56
19demarzo/19demarzo_0491.wav|y pues los sagrados canones me autorizan para imponerle castigo... alla veremos...|y pues los sagrados canones me autorizan para imponerle castigo... alla veremos...|5.1
19demarzo/19demarzo_0492.wav|y digo y repito que la gente que se ve por ahi no viene a lo que Vd. me indico esta manana. Pues no faltaba mas.|y digo y repito que la gente que se ve por ahi no viene a lo que Usted me indico esta manana. Pues no faltaba mas.|7.83
19demarzo/19demarzo_0493.wav|-Senor cura -contesto irrespetuosamente Santurrias- esta noche me desollara las manos la cuerda de la campana grande.|-Senor cura -contesto irrespetuosamente Santurrias- esta noche me desollara las manos la cuerda de la campana grande.|6.89
19demarzo/19demarzo_0494.wav|Es preciso tocar tocar para reunir la gente. -¡Ay de Santurrias si suenan las campanas sin mi permiso!...|Es preciso tocar tocar para reunir la gente. -¡Ay de Santurrias si suenan las campanas sin mi permiso!...|7.52
19demarzo/19demarzo_0495.wav|Pero ¿que quiere esa gentuza? ¿Que pretende? -Eso lo veremos luego. -Ande Vd. con Barrabas diablo de siete colas.|Pero ¿que quiere esa gentuza? ¿Que pretende? -Eso lo veremos luego. -Ande Usted con Barrabas diablo de siete colas.|8.37
19demarzo/19demarzo_0496.wav|¿Pero a que viene esa gente a Aranjuez? -repitio D. Celestino dirigiendose a mi-.|¿Pero a que viene esa gente a Aranjuez? -repitio Don Celestino dirigiendose a mi-.|4.96
19demarzo/19demarzo_0497.wav|Gabriel se nos olvido advertir al senor principe de la Paz lo que pasa y aconsejarle que no este desprevenido.|Gabriel se nos olvido advertir al senor principe de la Paz lo que pasa y aconsejarle que no este desprevenido.|6.44
19demarzo/19demarzo_0498.wav|¡Cuanto nos hubiese agradecido Su Alteza nuestro solicito interes! -Ya se lo diran de misas -murmuro burlonamente Santurrias-.|¡Cuanto nos hubiese agradecido Su Alteza nuestro solicito interes! -Ya se lo diran de misas -murmuro burlonamente Santurrias-.|9.29
19demarzo/19demarzo_0499.wav|Lo que quiere esa gente es impedir que nos lleven para las Indias a nuestros idolatrados Reyes. -¡Ja ja! -exclamo el sacerdote poniendose amarillo-.|Lo que quiere esa gente es impedir que nos lleven para las Indias a nuestros idolatrados Reyes. -¡Ja ja! -exclamo el sacerdote poniendose amarillo-.|8.73
19demarzo/19demarzo_0500.wav|Ya salimos con la muletilla. Como si uno no tuviera autoridad para desmentir tales rumores|Ya salimos con la muletilla. Como si uno no tuviera autoridad para desmentir tales rumores|5.34
19demarzo/19demarzo_0501.wav|como si uno no fuera amigo de personas que le enteran de lo que pasa como si uno no estuviera al tanto de todo.|como si uno no fuera amigo de personas que le enteran de lo que pasa como si uno no estuviera al tanto de todo.|7.58
19demarzo/19demarzo_0502.wav|Diciendo esto D. Celestino no quitaba de mi los ojos buscando sin duda una discreta conformidad con sus afirmaciones. En tanto Santurrias|Diciendo esto Don Celestino no quitaba de mi los ojos buscando sin duda una discreta conformidad con sus afirmaciones. En tanto Santurrias|9.38
19demarzo/19demarzo_0503.wav|que era uno de los sacristanes mas tunos y desvergonzados que he visto en mi vida no cesaba de burlarse de su superior jerarquico|que era uno de los sacristanes mas tunos y desvergonzados que he visto en mi vida no cesaba de burlarse de su superior jerarquico|6.84
19demarzo/19demarzo_0504.wav|bien contradiciendole en cuanto decia bien cantando con diabolica musica una irreverente ensaladilla compuesta de trozos de sainete mezclados con versiculos latinos del Oficio ordinario.|bien contradiciendole en cuanto decia bien cantando con diabolica musica una irreverente ensaladilla compuesta de trozos de sainete mezclados con versiculos latinos del Oficio ordinario.|11.21
19demarzo/19demarzo_0505.wav|-¡Ay senor cura senor cura! -dijo-. Si veremos correr a su paternidad por el camino de Madrid con los habitos arremangados.|-¡Ay senor cura senor cura! -dijo-. Si veremos correr a su paternidad por el camino de Madrid con los habitos arremangados.|9.07
19demarzo/19demarzo_0506.wav|Prestame tu moquero si esta mas limpio para echar los tostones que me has pedido.|Prestame tu moquero si esta mas limpio para echar los tostones que me has pedido.|5.25
19demarzo/19demarzo_0507.wav|Asperges me Domine hissopo et mundabor. -Mi dignidad -repuso el clerigo cada vez mas amostazado-|Asperges me Domine hissopo et mundabor. -Mi dignidad -repuso el clerigo cada vez mas amostazado-|8.88
19demarzo/19demarzo_0508.wav|no me permite rebajarme hasta disputar con el Sr. de Santurrias. Si yo no le tratara de igual como acostumbro no se habria relajado la disciplina eclesiastica|no me permite rebajarme hasta disputar con el Senor de Santurrias. Si yo no le tratara de igual como acostumbro no se habria relajado la disciplina eclesiastica|9.48
19demarzo/19demarzo_0509.wav|pero en lo sucesivo he de ser energico si senor energico y si Santurrias se alegra de que esa plebe indigna vocifere contra el principe de la Paz|pero en lo sucesivo he de ser energico si senor energico y si Santurrias se alegra de que esa plebe indigna vocifere contra el principe de la Paz|8.45
19demarzo/19demarzo_0510.wav|sepa que yo mando en mi iglesia y... no digo mas.|sepa que yo mando en mi iglesia y... no digo mas.|3.69
19demarzo/19demarzo_0511.wav|Parece que soy blando de genio pero Celestino Santos del Malvar sabe enfadarse y cuando se enfada...|Parece que soy blando de genio pero Celestino Santos del Malvar sabe enfadarse y cuando se enfada...|7.27
19demarzo/19demarzo_0512.wav|-Cuando llegue la hora del jaleo senor cura su paternidad nos sacara aquellas botellitas que tiene guardadas en el armario para|-Cuando llegue la hora del jaleo senor cura su paternidad nos sacara aquellas botellitas que tiene guardadas en el armario para|8.37
19demarzo/19demarzo_0513.wav|-dijo Santurrias descosiendose de risa otra vez. -Borracho asi esta la santa Iglesia en tus picaras manos -repuso el clerigo-.|-dijo Santurrias descosiendose de risa otra vez. -Borracho asi esta la santa Iglesia en tus picaras manos -repuso el clerigo-.|9.08
19demarzo/19demarzo_0514.wav|Gabriel ¿querras creer que hace dos dias tuve que coger la escoba y ponerme a barrer la capilla del Santo Sagrario que estaba con media vara de basura?|Gabriel ¿querras creer que hace dos dias tuve que coger la escoba y ponerme a barrer la capilla del Santo Sagrario que estaba con media vara de basura?|9.0
19demarzo/19demarzo_0515.wav|Desde que llegue aqui me dijeron que este hombre acostumbraba visitar la taberna del tio Malayerba: yo me propuse corregirlo con piadosas exhortaciones|Desde que llegue aqui me dijeron que este hombre acostumbraba visitar la taberna del tio Malayerba: yo me propuse corregirlo con piadosas exhortaciones|9.29
19demarzo/19demarzo_0516.wav|pero ¡el diablo le lleve! hay dias chiquillo que hasta el vino del santo sacrificio desaparece de las vinajeras.|pero ¡el diablo le lleve! hay dias chiquillo que hasta el vino del santo sacrificio desaparece de las vinajeras.|6.19
19demarzo/19demarzo_0517.wav|¡Y esto se permite tener opinion y disputar conmigo asegurando que si cae o no cae el dignisimo el eminentisimo ¡oigalo Vd. bien|¡Y esto se permite tener opinion y disputar conmigo asegurando que si cae o no cae el dignisimo el eminentisimo ¡oigalo Usted bien|8.76
19demarzo/19demarzo_0518.wav|el incomparabilisimo principe de la Paz! -Pues y nada mas. ¡Como que no le van a arrastrar por las calles de Aranjuez|el incomparabilisimo principe de la Paz! -Pues y nada mas. ¡Como que no le van a arrastrar por las calles de Aranjuez|8.37
19demarzo/19demarzo_0519.wav|como al giganton de Pascua florida!... -¡Que abominaciones salen por esa boca Dios de Israel!|como al giganton de Pascua florida!... -¡Que abominaciones salen por esa boca Dios de Israel!|7.46
19demarzo/19demarzo_0520.wav|Santurrias tan pronto ahuecaba la voz para cantar gravemente un trozo de la misa o del oficio de difuntos|Santurrias tan pronto ahuecaba la voz para cantar gravemente un trozo de la misa o del oficio de difuntos|6.04
19demarzo/19demarzo_0521.wav|como la atiplaba entonando con grotescos gestos una seguidilla.|como la atiplaba entonando con grotescos gestos una seguidilla.|4.41
19demarzo/19demarzo_0522.wav|Luego imitaba el son de las campanas y hasta llego en su irrespetuoso desparpajo a remedar la voz gangosa de mi amigo el cual todo turbado variaba de color a cada instante sin poder sobreponerse a las zumbas de su miserable subalterno.|Luego imitaba el son de las campanas y hasta llego en su irrespetuoso desparpajo a remedar la voz gangosa de mi amigo el cual todo turbado variaba de color a cada instante sin poder sobreponerse a las zumbas de su miserable subalterno.|15.21
19demarzo/19demarzo_0523.wav|-Pero en resumen -dijo al fin- ¿que es lo que mi senor sacristan espera? ¿Cuenta sin duda con ordenarse de menores para|-Pero en resumen -dijo al fin- ¿que es lo que mi senor sacristan espera? ¿Cuenta sin duda con ordenarse de menores para|9.38
19demarzo/19demarzo_0524.wav|-Alla veremos Sr. D. Celestino -contesto el bufon-. Esta noche o manana veremos lo que hace Santurrias.|-Alla veremos Senor Don Celestino -contesto el bufon-. Esta noche o manana veremos lo que hace Santurrias.|6.74
19demarzo/19demarzo_0525.wav|No tema nada mi curita que ya le pondremos en salvo. Tuba mirum spargens sonum per sepulchra rigionum|No tema nada mi curita que ya le pondremos en salvo. Tuba mirum spargens sonum per sepulchra rigionum|8.71
19demarzo/19demarzo_0526.wav|coget omnes ante thronum. Esta si que es tira tirana: ojo alerta cuidado senores|coget omnes ante thronum. Esta si que es tira tirana: ojo alerta cuidado senores|7.89
19demarzo/19demarzo_0527.wav|que aunque tengan las caras de plata muchas tienen las manos de cobre. -Eso es mezcle Vd. los cantos divinos con los mundanos.|que aunque tengan las caras de plata muchas tienen las manos de cobre. -Eso es mezcle Usted los cantos divinos con los mundanos.|9.46
19demarzo/19demarzo_0528.wav|Me gusta. Pero se me acaba la paciencia senor rapa-velas. ¡Oh Gabriel! estoy sofocadisimo.|Me gusta. Pero se me acaba la paciencia senor rapa-velas. ¡Oh Gabriel! estoy sofocadisimo.|6.27
19demarzo/19demarzo_0529.wav|Yo bien se que no hay nada que no ocurre nada: bien se que de ese monigote no hay que hacer caso. Sabe Dios cuantos cuartillos de lo de Yepes tendra en el bendito estomago|Yo bien se que no hay nada que no ocurre nada: bien se que de ese monigote no hay que hacer caso. Sabe Dios cuantos cuartillos de lo de Yepes tendra en el bendito estomago|9.41
19demarzo/19demarzo_0530.wav|pero conviene averiguar... Mira hijito sal tu por ahi enterate bien y traeme noticias de lo que se dice en el pueblo.|pero conviene averiguar... Mira hijito sal tu por ahi enterate bien y traeme noticias de lo que se dice en el pueblo.|7.39
19demarzo/19demarzo_0531.wav|Puede que esos tunantes tengan el proposito aleve... Si asi fuese haz lo que te digo que aqui quedo yo esperandote|Puede que esos tunantes tengan el proposito aleve... Si asi fuese haz lo que te digo que aqui quedo yo esperandote|7.79
19demarzo/19demarzo_0532.wav|y en cuanto descabece un suenecito ire a prevenir al Principe para que se ande con cuidado... Pues no me lo agradecera poco el buen senor.|y en cuanto descabece un suenecito ire a prevenir al Principe para que se ande con cuidado... Pues no me lo agradecera poco el buen senor.|9.3
19demarzo/19demarzo_0533.wav|No solo por obedecerle sino tambien por satisfacer mi curiosidad sali de la casa y recorri las calles del pueblo.|No solo por obedecerle sino tambien por satisfacer mi curiosidad sali de la casa y recorri las calles del pueblo.|7.18
19demarzo/19demarzo_0534.wav|El gentio aumentaba en todas partes y especialmente en la plaza de San Antonio.|El gentio aumentaba en todas partes y especialmente en la plaza de San Antonio.|4.53
19demarzo/19demarzo_0535.wav|No era preciso molestar a nadie con preguntas para saber que el generoso pueblo enojado con la noticia verdadera o falsa de que los Reyes iban a partir para Andalucia|No era preciso molestar a nadie con preguntas para saber que el generoso pueblo enojado con la noticia verdadera o falsa de que los Reyes iban a partir para Andalucia|8.45
19demarzo/19demarzo_0536.wav|parecia dispuesto a impedir el viaje que se consideraba como una combinacion infernal fraguada por Godoy de acuerdo con Bonaparte.|parecia dispuesto a impedir el viaje que se consideraba como una combinacion infernal fraguada por Godoy de acuerdo con Bonaparte.|9.09
19demarzo/19demarzo_0537.wav|En todos los grupos se hablaba del generalisimo como es de suponer|En todos los grupos se hablaba del generalisimo como es de suponer|3.51
19demarzo/19demarzo_0538.wav|y en verdad digo que no hubiera querido encontrarme en el pellejo de aquel senor a quien poco antes habia visto tan fastuoso y|y en verdad digo que no hubiera querido encontrarme en el pellejo de aquel senor a quien poco antes habia visto tan fastuoso y|7.36
19demarzo/19demarzo_0539.wav|pero sabido es que la fortuna suele ser la mas traidora de las diosas con aquellos mismos que favorecio demasiado y no hay que fiarse mucho de esta ruin cortesana.|pero sabido es que la fortuna suele ser la mas traidora de las diosas con aquellos mismos que favorecio demasiado y no hay que fiarse mucho de esta ruin cortesana.|9.43
19demarzo/19demarzo_0540.wav|Decia pues que a los vasallos del buen Carlos no les parecia muy bien el viaje|Decia pues que a los vasallos del buen Carlos no les parecia muy bien el viaje|4.33
19demarzo/19demarzo_0541.wav|y aunque hasta entonces no se les habia hablado del derecho a influir en los destinos de esta nuestra bondadosa madre Espana|y aunque hasta entonces no se les habia hablado del derecho a influir en los destinos de esta nuestra bondadosa madre Espana|6.11
19demarzo/19demarzo_0542.wav|ello es que guiados sin duda por su instinto y buen ingenio aquellos benditos se disponian a probar que para algo respiraban doce millones de seres humanos el aire de la Peninsula.|ello es que guiados sin duda por su instinto y buen ingenio aquellos benditos se disponian a probar que para algo respiraban doce millones de seres humanos el aire de la Peninsula.|12.03
19demarzo/19demarzo_0543.wav|Mas de dos horas estuve paseandome por las calles.|Mas de dos horas estuve paseandome por las calles.|3.42
19demarzo/19demarzo_0544.wav|Como a cada instante llegaba gente de la corte trate de encontrar alguna persona conocida pero no halle ningun amigo.|Como a cada instante llegaba gente de la corte trate de encontrar alguna persona conocida pero no halle ningun amigo.|7.35
19demarzo/19demarzo_0545.wav|Ya me retiraba a la casa del cura cercana la noche cuando de un grupo se aparto un joven de mas edad que yo y llegandose a mi con aparatosa oficiosidad|Ya me retiraba a la casa del cura cercana la noche cuando de un grupo se aparto un joven de mas edad que yo y llegandose a mi con aparatosa oficiosidad|8.63
19demarzo/19demarzo_0546.wav|me saludo llamandome por mi nombre y pidiendome informes acerca de mi importantisima salud. Al pronto no le conoci|me saludo llamandome por mi nombre y pidiendome informes acerca de mi importantisima salud. Al pronto no le conoci|8.07
19demarzo/19demarzo_0547.wav|mas cuando cambiamos algunas palabras cai en la cuenta de que era un senor pinche de las reales cocinas con quien yo habia trabado conocimiento cinco meses antes en el palacio del Escorial.|mas cuando cambiamos algunas palabras cai en la cuenta de que era un senor pinche de las reales cocinas con quien yo habia trabado conocimiento cinco meses antes en el palacio del Escorial.|11.25
19demarzo/19demarzo_0548.wav|-¿No te acuerdas de quien te daba de cenar todas las noches? -me dijo-. ¿No te acuerdas del que te contestaba a tus|-¿No te acuerdas de quien te daba de cenar todas las noches? -me dijo-. ¿No te acuerdas del que te contestaba a tus|8.67
19demarzo/19demarzo_0549.wav|ya reconozco al Sr. Lopito has engordado sin duda.|ya reconozco al Senor Lopito has engordado sin duda.|4.25
19demarzo/19demarzo_0550.wav|-La buena vida amigo -dijo con petulancia terciando airosamente la capa en que se envolvia-. Ya no estoy en las cocinas|-La buena vida amigo -dijo con petulancia terciando airosamente la capa en que se envolvia-. Ya no estoy en las cocinas|8.61
19demarzo/19demarzo_0551.wav|he pasado a la monteria del senor infante D. Antonio Pascual donde no hay mucho que hacer y se divierte uno.|he pasado a la monteria del senor infante Don Antonio Pascual donde no hay mucho que hacer y se divierte uno.|6.16
19demarzo/19demarzo_0552.wav|Velay ahora nos han mandado que nos quitemos las libreas y paseemos por el pueblo... en fin esto no se puede decir.|Velay ahora nos han mandado que nos quitemos las libreas y paseemos por el pueblo... en fin esto no se puede decir.|7.64
19demarzo/19demarzo_0553.wav|-Pues yo por nada serviria en palacio. Tres dias fui paje de la senora condesa Amaranta y quede harto.|-Pues yo por nada serviria en palacio. Tres dias fui paje de la senora condesa Amaranta y quede harto.|6.56
19demarzo/19demarzo_0554.wav|-Quita alla en ninguna parte se vive como en palacio porque despues que le dan a uno buena cama buen plato y buena|-Quita alla en ninguna parte se vive como en palacio porque despues que le dan a uno buena cama buen plato y buena|10.91
19demarzo/19demarzo_0555.wav|pero esto no es para dicho aqui entre tanta gente y alli esta la taberna del tio Malayerba que parece llamarnos|pero esto no es para dicho aqui entre tanta gente y alli esta la taberna del tio Malayerba que parece llamarnos|6.51
19demarzo/19demarzo_0556.wav|para que refrescando en ella nos contemos nuestras vidas. Lopito era un chicuelo de esos que prematuramente se quieren hacer pasar por hombres|para que refrescando en ella nos contemos nuestras vidas. Lopito era un chicuelo de esos que prematuramente se quieren hacer pasar por hombres|9.85
19demarzo/19demarzo_0557.wav|pues tambien entonces existia esta casta no conociendo para tal objeto otros medios que beber a porrillo y dar de punetazos en las mesas|pues tambien entonces existia esta casta no conociendo para tal objeto otros medios que beber a porrillo y dar de punetazos en las mesas|8.53
19demarzo/19demarzo_0558.wav|desvergonzarse con todo el mundo mirar con aire matachin y contar de si propios inverosimiles aventuras.|desvergonzarse con todo el mundo mirar con aire matachin y contar de si propios inverosimiles aventuras.|9.22
19demarzo/19demarzo_0559.wav|Pero con estascualidades y otras muchas el ex-pinche no dejaba de ser simpatico sin duda porque unia a su vanidosa desenvoltura la generosidad y el rumbo que acompanan por lo regular a los pocos anos.|Pero con estascualidades y otras muchas el ex-pinche no dejaba de ser simpatico sin duda porque unia a su vanidosa desenvoltura la generosidad y el rumbo que acompanan por lo regular a los pocos anos.|14.0
19demarzo/19demarzo_0560.wav|Convidome a cenar en la taberna charlamos luego hasta las nueve y nos separamos tan amigotes|Convidome a cenar en la taberna charlamos luego hasta las nueve y nos separamos tan amigotes|5.65
19demarzo/19demarzo_0561.wav|cual si hubieramos aprendido a leer en la misma cartilla.|cual si hubieramos aprendido a leer en la misma cartilla.|4.72
19demarzo/19demarzo_0562.wav|Al dia siguiente como no era posible volverme a Madrid a causa de que los trajineros pedian fabulosos precios por el viaje nos reunimos otra vez.|Al dia siguiente como no era posible volverme a Madrid a causa de que los trajineros pedian fabulosos precios por el viaje nos reunimos otra vez.|9.13
19demarzo/19demarzo_0563.wav|Lopito estaba tan desocupado como yo|Lopito estaba tan desocupado como yo|2.65
19demarzo/19demarzo_0564.wav|y entre la taberna del tio Malayerba y los jardines del Principe nos pasamos la mayor parte del dia conferenciando sobre cuanto nos ocurria y especialmente acerca de acontecimientos publicos|y entre la taberna del tio Malayerba y los jardines del Principe nos pasamos la mayor parte del dia conferenciando sobre cuanto nos ocurria y especialmente acerca de acontecimientos publicos|11.08
19demarzo/19demarzo_0565.wav|asunto en que el se daba extraordinaria importancia. Al principio se mostraba algo reservado en esta cuestion|asunto en que el se daba extraordinaria importancia. Al principio se mostraba algo reservado en esta cuestion|8.26
19demarzo/19demarzo_0566.wav|pero por ultimo no pudiendo resistir dentro de su alma el sofocante peso de un secreto se franqueo conmigo generosamente.|pero por ultimo no pudiendo resistir dentro de su alma el sofocante peso de un secreto se franqueo conmigo generosamente.|8.61
19demarzo/19demarzo_0567.wav|-Si quieres -me dijo- puedes ganarte algunos cuartos.|-Si quieres -me dijo- puedes ganarte algunos cuartos.|3.95
19demarzo/19demarzo_0568.wav|Yo te llevare a casa del Sr. Pedro Collado criado de S. A. el principe Fernando y veras como te dan soldada. ¿Ves esos paletos manchegos que andan por ahi?|Yo te llevare a casa del Senor Pedro Collado criado de Su Alteza el principe Fernando y veras como te dan soldada. ¿Ves esos paletos manchegos que andan por ahi?|9.84
19demarzo/19demarzo_0569.wav|Pues todos cobran ocho diez o doce reales diarios con viaje pagado y vino a discrecion. -¿Y por que es eso Lopito?|Pues todos cobran ocho diez o doce reales diarios con viaje pagado y vino a discrecion. -¿Y por que es eso Lopito?|8.34
19demarzo/19demarzo_0570.wav|Yo crei que esa gente gritaba y chillaba porque asi era su gusto.|Yo crei que esa gente gritaba y chillaba porque asi era su gusto.|3.74
19demarzo/19demarzo_0571.wav|¿Demodo que todo eso de vivan nuestros reyes y lo de muera el choricero es porque corre el dinero? -No: te dire.|¿Demodo que todo eso de vivan nuestros reyes y lo de muera el choricero es porque corre el dinero? -No: te dire.|7.96
19demarzo/19demarzo_0572.wav|Los espanoles todos aborrecen a ese hombre mas para que dejen sus casas y tierras y sus caballerias por venir aqui a gritar|Los espanoles todos aborrecen a ese hombre mas para que dejen sus casas y tierras y sus caballerias por venir aqui a gritar|7.61
19demarzo/19demarzo_0573.wav|es preciso que alguien les de el jornal que pierden en un dia como este. Todos los que servimos al infante D. Antonio Pascual y los criados del principe de Asturias|es preciso que alguien les de el jornal que pierden en un dia como este. Todos los que servimos al infante Don Antonio Pascual y los criados del principe de Asturias|9.68
19demarzo/19demarzo_0574.wav|hemos estado por ahi buscando gente. De Madrid hemos traido medio barrio de Maravillas|hemos estado por ahi buscando gente. De Madrid hemos traido medio barrio de Maravillas|5.86
19demarzo/19demarzo_0575.wav|y en los pueblos de Ocana Titulcia Villatobas Corral de Almaguer Villamejor y Romeral creo que no han quedado mas que las mujeres y los viejos|y en los pueblos de Ocana Titulcia Villatobas Corral de Almaguer Villamejor y Romeral creo que no han quedado mas que las mujeres y los viejos|9.18
19demarzo/19demarzo_0576.wav|pues hasta un racimo de chiquillos trajo el Sr. Collado. -Pero tonto -dije yo creyendo presentar un argumento decisivo-|pues hasta un racimo de chiquillos trajo el Senor Collado. -Pero tonto -dije yo creyendo presentar un argumento decisivo-|8.68
19demarzo/19demarzo_0577.wav|¿que importa que toda esa gente chille a las puertas de palacio pidiendo lo que no les han de dar?|¿que importa que toda esa gente chille a las puertas de palacio pidiendo lo que no les han de dar?|5.35
19demarzo/19demarzo_0578.wav|¿Pues no tiene ahi S. M. sus reales tropas para hacerse respetar? Porque o somos o no somos.|¿Pues no tiene ahi Su Majestad sus reales tropas para hacerse respetar? Porque o somos o no somos.|7.13
